,키,명칭,행정 시,행정 구,행정 동,전화번호,홈페이지주소,HTML사용여부,X 좌표,Y 좌표
102,BE_IW10-0147,?廊大雅Dae-A,首?特?市,?路?,三?洞,02-725-2550,http://www.artinseoul.co.kr,Y ,126.9799075,37.5779041
103,BE_IW10-0148,仁寺?廊,首?特?市,?路?,?路1.2.3.4街洞,02-735-2655,,Y ,126.985695,37.5739901
104,BE_IW10-0149,?湖?廊,首?特?市,?路?,?路1.2.3.4街洞,02-722-3665,,Y ,126.9854649,37.5731065
105,BE_IW10-0150,老?廊,首?特?市,?路?,?路1.2.3.4街洞,02-732-3558,http://www.rhogallery.com,Y ,126.9840927,37.574868
106,BE_IW10-0151,泉水?廊,首?特?市,?路?,梨花洞,02-3675-3737,,Y ,127.0023394,37.5815498
107,BE_IW10-0152,?景?廊,首?特?市,?路?,?路1.2.3.4街洞,02-733-0434,,Y ,126.9844027,37.5740936
108,BE_IW10-0153,??工?文化振?院,首?特?市,?路?,?路1.2.3.4街洞,02-733-9040,http://www.kcpf.or.kr,Y ,126.9841228,37.5740281
109,BE_IW10-0154,???廊,首?特?市,?路?,三?洞,02-735-8449,http://www.kukje.org,Y ,126.9804724,37.5807298
110,BE_IW10-0155,?代?廊,首?特?市,?路?,三?洞,02-734-6111~4,http://www.galleryhyundai.com,Y ,126.9798969,37.5773258
111,BE_IW10-0156,牡丹?廊,首?特?市,?路?,?路1.2.3.4街洞,02-737-0057,http://www.moranmuseum.org/main.html,Y ,126.9854649,37.5731065
112,BE_IW10-0157,某人?廊,首?特?市,?路?,?路1.2.3.4街洞,02-739-9291~2,http://www.moingallery.co.kr,Y ,126.9847262,37.5736757
114,BE_IW10-0158,主?屋,首?特?市,?路?,?路1.2.3.4街洞,02-722-9883,http://www.topohaus.com,Y ,126.9844027,37.5740936
115,BE_IW10-0159,?光花廊,首?特?市,?路?,?路1.2.3.4街洞,02-734-0458,http://www.sungallery.co.kr,Y ,126.9856369,37.5729699
116,BE_IW10-0160,The  Soho,首?特?市,?路?,社稷洞,02-722-1999,http://www.thesoho.co.kr,Y ,126.9692755,37.5778954
117,BE_IW10-0161,月田美??,首?特?市,?路?,三?洞,02-732-3777,,Y ,126.9815311,37.5829635
118,BE_IW10-0162,仁寺??中心,首?特?市,?路?,?路1.2.3.4街洞,02-736-1020,http://www.ganaartgallery.com,Y ,126.9846029,37.573887
119,BE_IW10-0163,?路?廊,首?特?市,?路?,?路1.2.3.4街洞,02-737-0326,,Y ,126.985205,37.5743408
120,BE_IW10-0164,光?廊,首?特?市,?路?,社稷洞,02-399-1151~1154,http://www.sejongpac.or.kr,Y ,126.9760754,37.5722306
121,BE_IW10-0165,成谷美??,首?特?市,?路?,社稷洞,02-737-7650,http://www.sungkokmuseum.com,Y ,126.9700536,37.5735038
122,BE_IW10-0166,Total?合美??,首?特?市,?路?,平?洞,02-379-3994,http://www.totalmuseum.org,Y ,126.9759443,37.6121075
123,BE_IW10-0167,?廊Doll,首?特?市,?路?,?路1.2.3.4街洞,02-739-1406,http://www.gallerydoll.com,Y ,126.9841714,37.573006
124,BE_IW10-0168,白松?廊,首?特?市,?路?,?路1.2.3.4街洞,02-730-5824,http://www.artbaiksong.com,Y ,126.985327,37.5732968
125,BE_IW10-0169,???廊,首?特?市,?路?,三?洞,02-735-8449,http://www.kukje.org,Y ,126.9804724,37.5807298
126,BE_IW10-0170,迦??廊,首?特?市,?路?,?路1.2.3.4街洞,02-732-6170,http://www.garamgallery.co.kr,Y ,126.9856175,37.574298
127,BE_IW10-0171,?溪?作工作室,首?特?市,?路?,?路1.2.3.4街洞,02-2285-3392,http://www.sfac.or.kr/cheonggye_studio/cheonggye06.asp,Y ,126.992899,37.5688002
128,BE_IW10-0172,?基美??,首?特?市,?路?,付岩洞,02-391-7701~2,http://www.whankimuseum.org,Y ,126.9664362,37.5944071
129,BE_IW10-0173,耕仁美??,首?特?市,?路?,?路1.2.3.4街洞,02-733-4448,http://www.kyunginart.co.kr,Y ,126.985618,37.5745209
130,BE_IW10-0174,?古?,首?特?市,?路?,?路1.2.3.4街洞,02-739-4937,http://hakgojae.com,Y ,126.9841605,37.574813
131,BE_IW10-0175,本?廊,首?特?市,?路?,?路1.2.3.4街洞,02-732-2366,http://www.bongallery.com,Y ,126.9826395,37.5749208
132,BE_IW10-0176,善宰??中心,首?特?市,?路?,三?洞,02-733-8945,http://www.artsonje.org,Y ,126.98185,37.5794229
133,BE_IW10-0177,?湖???廊,首?特?市,?路?,三?洞,02-720-5114,http://www.kumhoarthall.co.kr,Y ,126.9798219,37.577477
134,BE_IW10-0178,savina美??,首?特?市,?路?,三?洞,02-736-4371,http://www.savinamuseum.com,Y ,126.984583,37.576588
135,BE_IW10-0179,盖??廊,首?特?市,?路?,?路1.2.3.4街洞, 02-733-3373,http://www.galerie-gaia.net,Y ,126.9834469,37.5750728
136,BE_IW10-0180,?廊米?,首?特?市,?路?,?路1.2.3.4街洞,02-735-4151,http://www.mizgallery.com,Y ,126.985152,37.5740529
137,BE_IW10-0181,???廊,首?特?市,?路?,?路1.2.3.4街洞,02-733-6469,http://www.kwanhoongallery.com/new/index.htm,Y ,126.9843622,37.5736791
138,BE_IW10-0182,?山房?廊,首?特?市,?路?,?路1.2.3.4街洞,02-733-6945,,Y ,126.9833743,37.5729287
139,BE_IW10-0183,?西?廊,首?特?市,?路?,?路1.2.3.4街洞,02-722-9086,,Y ,126.9853652,37.5736068
140,BE_IW10-0184,丹??廊,首?特?市,?路?,?路1.2.3.4街洞,02-735-5588,,Y ,126.9852857,37.5738973
141,BE_IW10-0185,木金土?廊,首?特?市,?路?,梨花洞,02-764-0750,http://www.mokkumto.com,Y ,127.0035361,37.5822908
142,BE_IW10-0243,哈一波特??,首?特?市,?路?,梨花洞,02-766-3390,http://cafe.naver.com/inada/,Y ,127.0037106,37.5836832
143,BE_IW10-0244,??紊?中心,首?特?市,?路?,?云孝子洞,070-8113-3108,,Y ,126.9988242,37.5844353
144,BE_IW10-0245,自由媒???,首?特?市,?路?,梨花洞,02-3675-2754,,Y ,127.0035361,37.5822908
145,BE_IW10-0246,?少年??,首?特?市,?路?,梨花洞,02-745-5570,http://www.tintinhall.co.kr,Y ,127.0035347,37.5825002
146,BE_IW10-0247,?云????,首?特?市,?路?,梨花洞,02-764-7606,http://club.cyworld.com/club/main/club_main.asp?club_id=52632090,Y ,127.0025796,37.5765253
147,BE_IW10-0248,?雅小??,首?特?市,?路?,?化洞,02-741-1837,http://blog.daum.net/cheongatheater,Y ,127.0026068,37.5839943
148,BE_IW10-0249,Champ????,首?特?市,?路?,梨花洞,02-742-0333,,Y ,127.005289,37.5803585
149,BE_IW10-0250,?造??中心1?，2?,首?特?市,?路?,?化洞,02-747-7001,http://www.changjo1.co.kr,Y ,127.0019925,37.5839674
150,BE_IW10-0251,草?生活史博物?,首?特?市,?路?,?化洞,02-743-8787~8,http://www.zipul.co.kr,Y ,126.9998511,37.5849195
151,BE_IW10-0252,?喊??,首?特?市,?路?,梨花洞,02-741-9700,http://www.zillerzone.com,Y ,127.0035347,37.5825002
152,BE_IW10-0253,信息小??,首?特?市,?路?,梨花洞,02-3673-0554~5,,Y ,127.0037217,37.5824981
153,BE_IW10-0254,?放??,首?特?市,?路?,?化洞,02-743-6474,,Y ,127.0003131,37.5836998
154,BE_IW10-0255,演?小??,首?特?市,?路?,?化洞,"02-744-7090, 5701",,Y ,127.0017452,37.5869953
155,BE_IW10-0256,演???室惠化洞1?,首?特?市,?路?,?化洞,02-762-0810,,Y ,127.0013447,37.5863933
156,BE_IW10-0257,演?之?松???,首?特?市,?路?,三?洞,02-744-1891,,Y ,126.9992015,37.582469
157,BE_IW10-0258,魔???,首?特?市,?路?,梨花洞,02-744-4817,,Y ,127.0041525,37.5807781
158,BE_IW10-0259,卵?核小??,首?特?市,?路?,梨花洞,02-745-8833,,Y ,127.003686,37.5799382
159,BE_IW10-0260,阿提?坦??,首?特?市,?路?,社稷洞,02-786-3134,http://www.artistan.co.kr,Y ,127.2733626,37.0152241
160,BE_IW10-0261,??中心明星之城,首?特?市,?路?,?化洞,02-747-9139,,Y ,127.0005725,37.5821171
161,BE_IW10-0262,新???中心,首?特?市,?路?,梨花洞,02-3676-0282,http://www.shinyon.co.kr,Y ,127.0024445,37.5832665
162,BE_IW10-0263,工作室76,首?特?市,?路?,?化洞,02-764-3076,,Y ,127.0019523,37.5836053
163,BE_IW10-0264,?博物?,首?特?市,?路?,梨花洞,02-766-6494,http://www.lockmuseum.org,Y ,127.0046646,37.5798116
164,BE_IW10-0265,?加索小??,首?特?市,?路?,?化洞,02-3672-7971,,Y ,127.0006524,37.5827031
165,BE_IW10-0266,小???典,首?特?市,?路?,?化洞,02-741-3934,http://www.galaplanner.co.kr,Y ,127.0008522,37.5818529
166,BE_IW10-0267,日升小??,首?特?市,?路?,?化洞,070-7566-5469,http://theatre.ohpy.com/,Y ,127.0000379,37.5845573
167,BE_IW10-0268,小???迎的人,首?特?市,?路?,?化洞,02-741-6487,,Y ,127.0004884,37.5866414
168,BE_IW10-0269,??尼矣??（七????）,首?特?市,?路?,梨花洞,02-744-0686,,Y ,127.004584,37.5805932
169,BE_IW10-0270,宗?庭院??,首?特?市,?路?,梨花洞,02-747-5773,,Y ,127.0046429,37.5787032
170,BE_IW10-0271,?美已??小??,首?特?市,?路?,梨花洞,02-747-2232,,Y ,127.0041525,37.5807781
171,BE_IW10-0272,愚人?用?,首?特?市,?路?,梨花洞,02-3674-1010,,Y ,127.0042638,37.5801187
172,BE_IW10-0273,机器人博物?,首?特?市,?路?,梨花洞,02-741-8861,http://www.robotmuseum.co.kr,Y ,127.0035867,37.582977
173,BE_IW10-0274,生活??,首?特?市,?路?,?化洞,02-742-3577,,Y ,127.0009807,37.5838873
174,BE_IW10-0275,都???4?,首?特?市,?路?,梨花洞,02-741-5978,,Y ,127.0028377,37.58278
175,BE_IW10-0276,都???3?,首?特?市,?路?,梨花洞,02-741-5970,,Y ,127.0032731,37.5824989
176,BE_IW10-0277,都???2?,首?特?市,?路?,梨花洞,02-741-5978,http://www.cyworld.com/doore2,Y ,127.003718,37.5818876
177,BE_IW10-0278,想象分享??,首?特?市,?路?,梨花洞,02-521-6284,http://www.nonostory.co.kr,Y ,127.0046646,37.5798116
178,BE_IW10-0279,祥明大??大?1?，2?,首?特?市,?路?,梨花洞,02-2075-2173,http://cart.smu.ac.kr/sub/sub06_01.htm,Y ,127.0027294,37.5833598
179,BE_IW10-0280,黑匣子??,首?特?市,?路?,梨花洞,02-744-8025,,Y ,127.0025706,37.581897
180,BE_IW10-0281,演?世界小??,首?特?市,?路?,梨花洞,02-743-2274,http://club.cyworld.com/kimkapsoo,Y ,127.0024153,37.5829685
181,BE_IW10-0282,忙?忙?用?,首?特?市,?路?,梨花洞,02-984-7567,http://club.cyworld.com/club/main/club_main.asp?club_id=51400869,Y ,127.0043019,37.581453
182,BE_IW10-0283,奇迹??1?，2?,首?特?市,?路?,梨花洞,02-742-7261~2,http://www.artpama.co.kr/theater/theater.htm,Y ,127.0041525,37.5807781
183,BE_IW10-0284,文化空?1?2?,首?特?市,?路?,梨花洞,02-762-0010,http://www.e-eda.com,Y ,127.0035361,37.5822908
184,BE_IW10-0285,文化空??放?,首?特?市,?路?,?路1.2.3.4街洞,070-7787-2356,http://www.ds.or.kr/cm/sub06.htm,Y ,127.0047888,37.5794029
185,BE_IW10-0286,四五六?廊,首?特?市,?路?,梨花洞,02-764-0700,http://www.mokkumto.com,Y ,127.0035361,37.5822908
186,BE_IW10-0287,?一?玩法小??,首?特?市,?路?,梨花洞,02-3672-8276,http://www.songarak.co.kr/,Y ,127.0039212,37.5800235
187,BE_IW10-0288,世友??中心,首?特?市,?路?,梨花洞,02-2248-1234,http://www.sewooartcenter.com/main.html,Y ,127.0039755,37.5819611
188,BE_IW10-0289,成均小??,首?特?市,?路?,社稷洞,02-747-5035,http://cafe.naver.com/sktheater,Y ,126.9979936,37.5841545
189,BE_IW10-0290,?置???微笑,首?特?市,?路?,梨花洞,02-3672-3001,http://www.jungmiso.com,Y ,127.0047288,37.5782411
190,BE_IW10-0291,仙石??,首?特?市,?路?,?化洞,02-747-3226,http://club.cyworld.com/club/main/club_main.asp?club_id=52664509,Y ,126.9997673,37.5868349
191,BE_IW10-0292,首?演?中心,首?特?市,?路?,?化洞,02-743-9333,http://www.e-stc.or.kr,Y ,127.0013254,37.5834167
192,BE_IW10-0293,泉水????1?，2?,首?特?市,?路?,梨花洞,02-763-8969,https://www.isamtoh.com/blue_bird/blue_main.asp,Y ,127.0023394,37.5815498
193,BE_IW10-0294,泉水?廊,首?特?市,?路?,梨花洞,02-3675-3737,https://www.isamtoh.com/gallery/main.asp,Y ,127.0023394,37.5815498
194,BE_IW10-0295,想象?色 想象白色小??,首?特?市,?路?,梨花洞,02-747-7491~2,,Y ,127.0032958,37.583306
195,BE_IW10-0296,都???1?,首?特?市,?路?,梨花洞,02-741-5978,http://www.cyworld.com/doore2,Y ,127.003718,37.5818876
196,BE_IW10-0297,?崇??中心（?崇大?，小??）,首?特?市,?路?,梨花洞,02-766-3444,http://www.dsartcenter.co.kr,Y ,127.0037106,37.5836832
197,BE_IW10-0298,大?路??庭院1?~4?,首?特?市,?路?,梨花洞,02-747-2117~9,http://www.artmadang.co.kr,Y ,127.0039392,37.5766353
198,BE_IW10-0299,大?路明星之城1~3?,首?特?市,?路?,?化洞,02-747-9139,,Y ,127.0005725,37.5821171
199,BE_IW10-0186,?廊三行,首?特?市,?路?,平?洞,02-391-9171,http://www.sejul.com,Y ,126.9751244,37.6134542
200,BE_IW10-0187,???（?文堂?廊）,首?特?市,?路?,?路1.2.3.4街洞,02-737-2505,http://www.doart.co.kr,Y ,126.9840363,37.5749107
201,BE_IW10-0076,??美?博物?,首?特?市,?路?,嘉?洞,02-766-6000,http://www.buddhistmuseum.co.kr,Y ,126.9890523,37.5808209
202,BE_IW10-0641,右捕???址,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.979642,37.573033
203,BE_IW10-0719,?堂玄相允先生家址,首?特?市,?路?,嘉?洞,,,Y ,126.9855992,37.5854729
204,BE_IW10-0720,禁??西?址,首?特?市,?路?,嘉?洞,,,Y ,126.9891192,37.5797453
205,BE_IW10-0721,禁???址,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9889201,37.5768571
206,BE_IW10-0722,奎章?址,首?特?市,?路?,三?洞,,,Y ,126.9805749,37.5795174
207,BE_IW10-0723,??司址,首?特?市,?路?,社稷洞,,,Y ,126.9716,37.5754
208,BE_IW10-0724,?需司址,首?特?市,?路?,社稷洞,,,Y ,126.9722,37.572942
209,BE_IW10-0725,?象?,首?特?市,?路?,嘉?洞,,,Y ,126.9880143,37.5780886
210,BE_IW10-0726,官立校洞小?,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9877457,37.5748447
211,BE_IW10-0727,工曹址,首?特?市,?路?,社稷洞,,,Y ,126.9752391,37.5722383
212,BE_IW10-0728,桂洞?址,首?特?市,?路?,嘉?洞,,,Y ,126.9873971,37.5784138
213,BE_IW10-0729,京兆衙?址,首?特?市,?路?,社稷洞,,,Y ,126.9782088,37.5721655
214,BE_IW10-0730,景祐宮址,首?特?市,?路?,嘉?洞,,,Y ,126.9865825,37.5773448
215,BE_IW10-0731,金?容家址,首?特?市,?路?,?云孝子洞,,,Y ,126.9686906,37.5867398
216,BE_IW10-0732,金相玉故居,首?特?市,?路?,?云孝子洞,,,Y ,126.9780787,37.570444
